,birth_date,job,marital,education,default,housing,loan,contact_date,contact,campaign,pdays,previous,poutcome,y
8629,1980-04-14,admin.,single,university.degree,no,yes,no,2008-05-09,telephone,5,999,0,nonexistent,0
8630,1961-02-05,blue-collar,married,basic.9y,no,no,no,2008-05-06,telephone,1,999,0,nonexistent,0
8631,1974-01-06,blue-collar,married,basic.9y,no,yes,no,2009-05-08,cellular,2,999,0,nonexistent,0
8632,1990-02-08,student,single,basic.4y,no,yes,yes,2010-04-06,cellular,4,6,1,success,1
8633,1976-04-16,housemaid,single,basic.4y,no,yes,yes,2008-06-30,telephone,1,999,0,nonexistent,0
8634,1966-04-08,blue-collar,married,unknown,unknown,no,no,2008-05-27,telephone,2,999,0,nonexistent,0
8635,1956-06-19,management,married,university.degree,no,no,no,2008-06-05,telephone,2,999,0,nonexistent,0
8636,1972-07-25,admin.,married,university.degree,no,yes,yes,2009-06-01,cellular,2,999,0,nonexistent,1
8637,1978-01-06,blue-collar,married,basic.9y,no,no,no,2009-05-14,cellular,1,999,0,nonexistent,0
8638,1963-11-02,services,divorced,high.school,unknown,yes,no,2008-11-21,cellular,2,999,0,nonexistent,0
8639,1965-04-10,blue-collar,married,basic.4y,unknown,yes,no,2008-05-16,telephone,3,999,0,nonexistent,0
8640,1969-08-01,admin.,single,high.school,no,yes,yes,2008-06-16,telephone,1,999,0,nonexistent,0
8641,1961-03-12,admin.,married,basic.6y,no,yes,no,2009-03-30,telephone,2,999,0,nonexistent,1
8642,1978-04-08,admin.,single,high.school,no,yes,no,2009-05-06,cellular,1,999,0,nonexistent,1
8643,1978-06-18,technician,married,professional.course,no,no,yes,2008-08-06,cellular,1,999,0,nonexistent,0
8644,1976-03-06,services,single,high.school,no,yes,no,2008-11-27,cellular,1,999,0,nonexistent,0
8645,1977-11-01,admin.,divorced,university.degree,no,yes,no,2008-11-25,telephone,1,999,0,nonexistent,0
8646,1970-03-04,services,single,high.school,no,yes,no,2008-05-29,telephone,2,999,0,nonexistent,0
8647,1979-04-21,admin.,single,university.degree,no,no,no,2009-06-17,cellular,1,999,0,nonexistent,0
8648,1975-05-20,blue-collar,married,basic.9y,no,no,no,2009-05-12,cellular,3,999,0,nonexistent,0
8649,1979-08-26,technician,single,university.degree,no,no,no,2008-08-08,telephone,1,999,0,nonexistent,0
8650,1972-03-07,blue-collar,married,basic.6y,no,no,no,2008-05-30,telephone,5,999,0,nonexistent,0
8651,1961-07-18,management,married,university.degree,no,no,no,2008-08-21,cellular,1,999,0,nonexistent,0
8652,1965-03-27,management,married,professional.course,no,yes,no,2008-05-26,telephone,1,999,0,nonexistent,0
8653,1975-03-07,blue-collar,married,basic.9y,no,yes,no,2008-05-07,telephone,1,999,0,nonexistent,0
8654,1974-02-07,admin.,single,university.degree,unknown,no,no,2008-06-05,telephone,16,999,0,nonexistent,0
8655,1962-10-02,self-employed,married,basic.9y,unknown,no,yes,2008-11-03,cellular,1,999,1,failure,0
8656,1973-02-27,admin.,married,university.degree,no,yes,no,2008-05-26,telephone,6,999,0,nonexistent,0
8657,1980-01-09,blue-collar,married,basic.9y,no,no,yes,2008-05-02,telephone,4,999,0,nonexistent,1
8658,1966-02-25,technician,married,professional.course,no,no,no,2008-11-27,cellular,3,999,0,nonexistent,0
8659,1977-09-22,technician,divorced,university.degree,no,yes,no,2008-08-28,cellular,1,999,0,nonexistent,0
8660,1976-08-26,blue-collar,married,basic.4y,unknown,no,no,2008-05-14,telephone,2,999,0,nonexistent,0
8661,1935-11-27,retired,married,high.school,no,no,no,2009-08-06,cellular,1,999,0,nonexistent,0
8662,1976-07-21,admin.,married,high.school,no,no,no,2008-11-28,cellular,2,999,0,nonexistent,0
8663,1972-09-07,admin.,single,high.school,no,no,no,2009-05-27,cellular,2,999,0,nonexistent,0
8664,1970-06-19,technician,married,professional.course,unknown,yes,yes,2008-08-13,cellular,4,999,0,nonexistent,0
8665,1959-05-18,unknown,married,unknown,no,no,yes,2008-06-12,telephone,1,999,0,nonexistent,0
8666,1978-10-31,housemaid,married,basic.6y,no,yes,no,2008-08-18,cellular,5,999,0,nonexistent,0
8667,1986-01-28,student,single,high.school,no,yes,no,2010-10-19,telephone,1,999,0,nonexistent,0
8668,1973-03-27,self-employed,married,university.degree,no,yes,no,2009-05-25,cellular,1,999,0,nonexistent,0
8669,1966-08-20,blue-collar,married,basic.6y,no,yes,no,2009-04-17,cellular,1,999,1,failure,0
8670,1968-01-25,services,married,university.degree,no,no,no,2008-11-11,cellular,3,999,0,nonexistent,0
8671,1979-12-16,management,single,university.degree,no,no,no,2008-08-19,cellular,1,999,0,nonexistent,0
8672,1951-03-11,services,divorced,high.school,no,no,no,2008-06-30,telephone,1,999,0,nonexistent,0
8673,1975-04-16,admin.,married,high.school,unknown,yes,no,2009-05-29,cellular,2,999,2,failure,0
8674,1960-08-08,admin.,married,basic.9y,unknown,no,no,2008-05-22,telephone,3,999,0,nonexistent,0
8675,1954-07-13,unknown,married,university.degree,no,yes,no,2009-08-26,cellular,1,999,0,nonexistent,1
8676,1964-07-05,technician,divorced,professional.course,no,no,no,2008-08-27,cellular,2,999,0,nonexistent,0
8677,1986-05-28,admin.,single,university.degree,no,no,no,2010-09-16,cellular,1,999,1,failure,1
8678,1970-04-06,admin.,married,high.school,unknown,no,no,2008-05-07,telephone,4,999,0,nonexistent,0
8679,1967-07-17,management,single,university.degree,no,no,no,2008-07-08,cellular,1,999,0,nonexistent,0
8680,1977-01-30,blue-collar,married,basic.9y,unknown,yes,no,2008-05-12,telephone,2,999,0,nonexistent,0
8681,1973-02-02,technician,single,professional.course,no,no,no,2009-05-06,cellular,1,999,0,nonexistent,0
8682,1972-04-08,admin.,married,high.school,unknown,no,no,2009-05-25,cellular,1,999,0,nonexistent,0
8683,1965-03-28,blue-collar,married,basic.4y,no,yes,yes,2008-12-22,telephone,1,999,0,nonexistent,1
8684,1971-09-29,entrepreneur,married,basic.6y,no,yes,no,2008-07-07,cellular,1,999,0,nonexistent,0
8685,1960-04-15,entrepreneur,married,university.degree,no,yes,no,2009-04-06,cellular,1,999,1,failure,0
8686,1978-07-04,blue-collar,divorced,basic.9y,no,no,no,2008-05-20,telephone,2,999,0,nonexistent,0
8687,1976-02-11,admin.,married,university.degree,no,no,no,2008-05-23,telephone,2,999,0,nonexistent,0
8688,1973-05-31,technician,married,university.degree,no,yes,yes,2009-05-11,cellular,1,999,0,nonexistent,0
8689,1973-01-03,admin.,single,university.degree,no,yes,no,2008-11-19,telephone,1,999,0,nonexistent,0
8690,1958-11-20,blue-collar,married,unknown,unknown,no,no,2008-07-31,cellular,2,999,0,nonexistent,0
8691,1970-05-09,technician,married,professional.course,no,yes,no,2008-07-21,cellular,2,999,0,nonexistent,0
8692,1973-05-13,blue-collar,married,basic.9y,unknown,no,no,2008-05-12,telephone,2,999,0,nonexistent,0
8693,1980-05-30,admin.,single,high.school,no,unknown,unknown,2009-05-29,cellular,8,999,1,failure,0
8694,1966-05-17,blue-collar,married,basic.9y,no,yes,no,2008-05-05,telephone,1,999,0,nonexistent,0
8695,1975-04-16,management,married,university.degree,no,yes,no,2008-08-13,cellular,2,999,0,nonexistent,0
8696,1975-06-11,admin.,married,basic.9y,no,yes,no,2008-05-20,telephone,2,999,0,nonexistent,0
8697,1954-10-16,unemployed,married,university.degree,unknown,no,no,2008-07-24,telephone,1,999,0,nonexistent,0
8698,1973-07-18,blue-collar,married,unknown,no,yes,no,2009-05-28,cellular,1,999,0,nonexistent,0
8699,1973-03-30,management,single,university.degree,no,yes,no,2008-08-04,cellular,2,999,0,nonexistent,0
8700,1959-09-21,housemaid,divorced,basic.4y,unknown,yes,no,2008-07-08,cellular,1,999,0,nonexistent,0
8701,1953-09-30,blue-collar,married,basic.4y,unknown,yes,no,2008-06-18,telephone,1,999,0,nonexistent,0
8702,1975-04-01,admin.,single,university.degree,no,yes,no,2010-04-29,cellular,2,999,0,nonexistent,1
8703,1967-05-06,technician,divorced,professional.course,no,yes,yes,2009-04-02,cellular,1,999,0,nonexistent,0
8704,1966-08-18,blue-collar,married,basic.4y,no,yes,yes,2008-05-21,telephone,5,999,0,nonexistent,0
8705,1957-10-27,management,married,basic.4y,no,no,no,2008-11-03,cellular,2,999,0,nonexistent,0
8706,1964-05-21,admin.,married,university.degree,no,yes,yes,2008-07-14,cellular,4,999,0,nonexistent,0
8707,1957-03-25,blue-collar,married,basic.4y,unknown,yes,no,2008-07-09,telephone,1,999,0,nonexistent,0
8708,1972-04-27,services,single,basic.6y,unknown,no,no,2008-06-02,telephone,3,999,0,nonexistent,0
8709,1949-06-14,housemaid,married,basic.4y,unknown,no,no,2008-08-20,cellular,2,999,0,nonexistent,0
8710,1959-08-21,blue-collar,married,basic.9y,unknown,no,no,2008-07-31,cellular,1,999,0,nonexistent,0
8711,1957-09-07,unemployed,divorced,university.degree,unknown,yes,yes,2008-06-11,telephone,2,999,0,nonexistent,0
8712,1976-03-09,services,married,high.school,no,no,no,2008-06-25,telephone,2,999,0,nonexistent,0
8713,1939-07-07,retired,married,basic.4y,no,yes,no,2009-08-14,cellular,2,999,0,nonexistent,1
8714,1980-08-05,technician,single,university.degree,no,yes,no,2008-07-16,cellular,7,999,0,nonexistent,0
8715,1959-06-01,admin.,divorced,basic.4y,no,yes,no,2009-05-04,cellular,11,999,0,nonexistent,0
8716,1955-03-11,technician,married,university.degree,no,no,no,2008-11-04,cellular,2,999,0,nonexistent,0
8717,1977-03-12,admin.,single,university.degree,no,yes,no,2008-05-20,telephone,4,999,0,nonexistent,0
8718,1973-03-16,admin.,married,professional.course,no,yes,yes,2008-05-09,telephone,2,999,0,nonexistent,0
8719,1952-11-29,blue-collar,single,basic.4y,unknown,no,yes,2008-11-18,cellular,1,999,0,nonexistent,0
8720,1969-02-11,blue-collar,divorced,basic.9y,no,yes,no,2008-05-27,telephone,6,999,0,nonexistent,0
8721,1954-04-04,services,married,unknown,no,yes,no,2008-05-19,telephone,1,999,0,nonexistent,0
8722,1972-12-04,admin.,single,university.degree,no,no,yes,2008-08-05,cellular,4,999,0,nonexistent,0
8723,1978-08-08,self-employed,single,university.degree,no,yes,yes,2008-08-06,cellular,3,999,0,nonexistent,0
8724,1969-03-08,services,divorced,high.school,no,yes,no,2008-05-06,telephone,1,999,0,nonexistent,0
8725,1977-10-02,blue-collar,married,basic.6y,no,no,no,2008-07-18,cellular,2,999,0,nonexistent,0
8726,1952-07-15,unemployed,divorced,university.degree,unknown,yes,no,2008-06-17,telephone,3,999,0,nonexistent,0
8727,1965-08-07,self-employed,married,basic.9y,no,no,no,2008-06-02,telephone,1,999,0,nonexistent,1
8728,1960-08-05,unemployed,married,basic.6y,no,no,no,2008-07-17,cellular,1,999,0,nonexistent,1
8729,1952-05-18,management,married,high.school,no,yes,no,2008-07-11,cellular,2,999,0,nonexistent,0
8730,1952-08-15,services,divorced,high.school,unknown,no,no,2008-05-05,telephone,1,999,0,nonexistent,0
8731,1962-05-03,blue-collar,married,basic.9y,no,no,no,2008-06-18,telephone,2,999,0,nonexistent,0
8732,1968-08-24,admin.,single,university.degree,no,yes,yes,2008-11-07,cellular,10,999,0,nonexistent,0
8733,1963-03-16,technician,married,professional.course,unknown,no,no,2008-06-20,telephone,3,999,0,nonexistent,0
8734,1961-05-06,unknown,married,unknown,unknown,no,no,2008-06-30,telephone,3,999,0,nonexistent,0
8735,1980-08-25,technician,married,basic.9y,no,unknown,unknown,2008-07-28,cellular,2,999,0,nonexistent,0
8736,1977-07-18,technician,single,professional.course,no,no,no,2008-08-29,cellular,1,999,0,nonexistent,0
8737,1978-06-23,admin.,single,university.degree,no,yes,no,2009-05-25,cellular,4,999,0,nonexistent,1
8738,1966-06-18,blue-collar,married,basic.4y,no,no,yes,2009-05-14,cellular,2,11,1,success,1
8739,1955-05-27,unknown,married,high.school,unknown,yes,no,2008-06-09,telephone,1,999,0,nonexistent,0
8740,1974-01-15,self-employed,single,high.school,no,yes,no,2009-05-13,cellular,1,999,1,failure,0
8741,1949-04-12,services,divorced,high.school,no,no,no,2008-06-12,telephone,1,999,0,nonexistent,0
8742,1964-03-04,admin.,married,unknown,no,no,no,2009-06-19,cellular,1,999,0,nonexistent,0
8743,1971-03-22,services,married,high.school,no,no,no,2008-05-21,telephone,8,999,0,nonexistent,0
8744,1963-08-23,admin.,married,high.school,unknown,yes,no,2009-05-27,cellular,1,999,1,failure,0
8745,1972-02-19,housemaid,married,basic.6y,no,yes,no,2008-06-09,telephone,3,999,0,nonexistent,0
8746,1979-01-24,blue-collar,married,basic.9y,no,yes,no,2009-04-16,telephone,3,999,0,nonexistent,1
8747,1971-11-19,services,divorced,high.school,no,unknown,unknown,2008-07-28,cellular,1,999,0,nonexistent,0
8748,1976-04-02,admin.,single,university.degree,no,yes,yes,2009-05-29,cellular,3,999,1,failure,1
8749,1959-04-23,blue-collar,married,basic.9y,unknown,no,yes,2008-05-28,telephone,3,999,0,nonexistent,0
8750,1955-09-17,unemployed,married,basic.9y,no,yes,no,2009-10-07,cellular,1,999,0,nonexistent,1
8751,1972-03-29,admin.,divorced,high.school,no,yes,yes,2008-05-06,telephone,1,999,0,nonexistent,0
8752,1978-06-09,unemployed,married,high.school,no,yes,no,2008-07-10,cellular,2,999,0,nonexistent,0
8753,1961-11-02,admin.,married,university.degree,no,no,yes,2008-11-12,telephone,1,999,0,nonexistent,0
8754,1959-03-09,admin.,single,high.school,no,no,no,2008-05-13,telephone,5,999,0,nonexistent,0
8755,1950-05-14,services,married,basic.4y,no,no,no,2008-06-05,telephone,1,999,0,nonexistent,0
8756,1960-07-14,unemployed,married,basic.4y,no,yes,yes,2008-05-29,telephone,1,999,0,nonexistent,0
8757,1975-12-28,admin.,married,university.degree,no,no,no,2008-08-28,cellular,1,999,0,nonexistent,0
8758,1969-07-21,services,single,university.degree,unknown,yes,no,2008-11-20,cellular,3,999,0,nonexistent,0
8759,1972-05-28,technician,married,professional.course,no,no,no,2008-05-07,telephone,4,999,0,nonexistent,0
8760,1973-09-07,technician,single,professional.course,no,yes,no,2008-08-14,cellular,1,999,0,nonexistent,0
8761,1966-08-16,admin.,single,high.school,no,yes,no,2010-08-10,telephone,1,999,0,nonexistent,0
8762,1972-04-29,entrepreneur,married,university.degree,no,yes,yes,2008-06-18,telephone,1,999,0,nonexistent,0
8763,1978-09-21,housemaid,married,high.school,unknown,no,no,2008-06-18,telephone,5,999,0,nonexistent,0
8764,1957-09-19,technician,married,professional.course,no,yes,yes,2008-05-12,telephone,1,999,0,nonexistent,0
8765,1949-02-20,retired,married,basic.4y,no,yes,yes,2008-06-02,telephone,1,999,0,nonexistent,0
8766,1966-07-09,technician,married,university.degree,no,no,no,2008-07-02,cellular,3,999,0,nonexistent,0
8767,1960-08-25,blue-collar,married,basic.4y,no,yes,no,2008-11-28,cellular,2,999,0,nonexistent,0
8768,1955-07-19,self-employed,married,basic.9y,no,yes,yes,2008-08-01,cellular,7,999,0,nonexistent,1
8769,1975-08-06,unemployed,single,university.degree,no,no,no,2008-11-20,cellular,2,999,0,nonexistent,0
8770,1969-04-12,services,married,high.school,no,yes,no,2009-04-10,cellular,2,999,0,nonexistent,0
8771,1959-06-17,entrepreneur,married,basic.9y,no,no,no,2009-06-05,telephone,1,999,0,nonexistent,0
8772,1948-07-20,management,married,university.degree,no,yes,no,2009-09-04,cellular,1,999,0,nonexistent,0
8773,1965-06-04,entrepreneur,married,university.degree,no,yes,no,2008-07-07,cellular,3,999,0,nonexistent,0
8774,1962-04-27,blue-collar,married,basic.6y,unknown,yes,no,2009-05-04,telephone,1,999,0,nonexistent,0
8775,1973-05-27,admin.,single,high.school,no,yes,no,2009-04-24,cellular,5,999,0,nonexistent,0
8776,1953-06-02,blue-collar,married,basic.4y,no,yes,no,2009-05-18,cellular,1,999,0,nonexistent,0
8777,1960-08-05,management,divorced,university.degree,no,yes,no,2008-11-19,cellular,2,999,0,nonexistent,0
8778,1961-07-15,blue-collar,married,basic.6y,no,no,no,2009-05-20,cellular,1,999,1,failure,0
8779,1958-09-01,self-employed,married,high.school,no,yes,no,2008-07-08,cellular,6,999,0,nonexistent,0
8780,1980-06-08,blue-collar,single,basic.9y,no,no,yes,2009-10-07,cellular,2,999,0,nonexistent,1
8781,1950-05-23,management,married,university.degree,no,yes,no,2008-08-11,cellular,3,999,0,nonexistent,0
8782,1978-08-17,management,single,university.degree,no,yes,no,2009-04-23,cellular,1,999,0,nonexistent,0
8783,1965-09-10,housemaid,married,basic.6y,unknown,yes,no,2008-07-17,cellular,2,999,0,nonexistent,0
8784,1973-04-01,admin.,married,high.school,no,no,no,2008-05-06,telephone,1,999,0,nonexistent,0
8785,1967-05-05,services,married,high.school,no,yes,no,2008-05-28,telephone,1,999,0,nonexistent,0
8786,1955-05-08,blue-collar,married,professional.course,no,no,no,2009-04-16,cellular,2,999,0,nonexistent,0
8787,1973-11-18,management,married,university.degree,no,no,yes,2009-11-18,cellular,3,3,3,success,1
8788,1979-03-01,self-employed,married,university.degree,no,no,yes,2009-04-03,cellular,1,999,1,failure,0
8789,1971-05-18,management,single,university.degree,no,yes,no,2008-07-16,cellular,1,999,0,nonexistent,0
8790,1967-04-11,technician,divorced,professional.course,no,yes,no,2009-04-03,cellular,2,999,0,nonexistent,0
8791,1979-03-19,services,single,high.school,unknown,yes,no,2008-07-04,cellular,2,999,0,nonexistent,0
8792,1975-08-08,blue-collar,married,basic.4y,no,yes,no,2009-06-01,cellular,2,999,0,nonexistent,0
8793,1954-09-01,technician,married,professional.course,no,no,no,2008-08-28,cellular,1,999,0,nonexistent,0
8794,1972-07-08,housemaid,divorced,university.degree,no,no,no,2008-05-08,telephone,5,999,0,nonexistent,0
8795,1956-05-07,admin.,married,university.degree,no,yes,no,2009-08-03,cellular,1,999,2,failure,0
8796,1972-04-30,admin.,divorced,high.school,no,no,no,2008-06-19,telephone,1,999,0,nonexistent,0
8797,1976-10-02,services,married,high.school,unknown,yes,no,2008-06-11,telephone,2,999,0,nonexistent,0
8798,1970-08-05,admin.,married,university.degree,no,no,no,2008-08-01,cellular,9,999,0,nonexistent,0
8799,1953-09-04,blue-collar,divorced,basic.4y,no,no,no,2009-11-12,cellular,1,999,0,nonexistent,1
8800,1948-07-09,retired,divorced,basic.4y,unknown,no,yes,2008-05-16,telephone,1,999,0,nonexistent,0
8801,1970-07-04,blue-collar,married,basic.9y,no,no,no,2009-05-05,cellular,2,999,0,nonexistent,0
8802,1972-06-23,blue-collar,single,professional.course,no,yes,no,2009-08-12,cellular,1,999,0,nonexistent,0
8803,1964-09-10,blue-collar,married,basic.4y,no,yes,yes,2009-05-14,cellular,5,999,0,nonexistent,0
8804,1980-09-17,blue-collar,single,basic.9y,unknown,no,yes,2008-07-23,cellular,2,999,0,nonexistent,0
8805,1964-07-06,technician,married,professional.course,no,no,no,2008-08-13,cellular,2,999,0,nonexistent,0
8806,1952-07-15,retired,divorced,basic.9y,no,yes,no,2009-05-05,telephone,5,999,1,failure,0
8807,1956-03-25,self-employed,married,professional.course,no,no,no,2008-06-30,telephone,2,999,0,nonexistent,0
8808,1955-03-20,retired,divorced,university.degree,no,yes,no,2009-05-22,cellular,2,999,0,nonexistent,0
8809,1973-07-15,admin.,single,professional.course,no,yes,no,2009-05-11,cellular,3,999,1,failure,0
8810,1962-07-08,blue-collar,married,basic.6y,unknown,yes,no,2008-05-12,telephone,1,999,0,nonexistent,0
8811,1952-07-25,entrepreneur,married,university.degree,no,yes,no,2008-05-20,telephone,4,999,0,nonexistent,0
8812,1955-08-02,entrepreneur,married,basic.4y,no,no,no,2008-06-02,telephone,2,999,0,nonexistent,0
8813,1971-05-21,admin.,single,high.school,no,yes,no,2009-09-04,cellular,1,999,1,failure,0
8814,1986-06-24,student,single,high.school,no,yes,no,2009-05-14,cellular,1,999,1,failure,0
8815,1975-05-12,technician,married,high.school,no,no,no,2009-05-04,cellular,1,999,1,failure,0
8816,1965-11-30,management,married,university.degree,no,yes,no,2008-11-04,cellular,1,999,0,nonexistent,0
8817,1970-02-22,services,married,high.school,no,yes,no,2008-05-19,telephone,3,999,0,nonexistent,1
8818,1967-07-23,blue-collar,married,basic.9y,no,no,no,2009-05-12,cellular,1,999,1,failure,0
8819,1960-03-22,entrepreneur,married,basic.9y,unknown,no,no,2008-05-21,telephone,1,999,0,nonexistent,0
8820,1973-08-04,technician,single,professional.course,no,yes,no,2010-11-24,cellular,1,6,4,success,1
8821,1969-01-10,management,married,high.school,no,yes,no,2008-11-07,cellular,4,999,0,nonexistent,0
8822,1978-09-18,technician,married,university.degree,no,no,no,2008-11-27,cellular,6,999,0,nonexistent,0
8823,1951-07-26,technician,married,professional.course,no,no,no,2008-07-14,cellular,2,999,0,nonexistent,0
8824,1964-07-17,entrepreneur,married,high.school,no,yes,no,2008-05-22,telephone,2,999,0,nonexistent,0
8825,1951-04-10,blue-collar,divorced,basic.9y,no,yes,no,2008-06-17,telephone,2,999,0,nonexistent,0
8826,1962-07-02,blue-collar,married,basic.9y,no,yes,no,2008-08-25,cellular,3,999,0,nonexistent,0
8827,1965-10-24,blue-collar,married,basic.9y,no,no,no,2008-07-22,telephone,3,999,0,nonexistent,0
8828,1968-01-05,housemaid,married,high.school,no,yes,no,2008-11-07,telephone,1,999,0,nonexistent,1
8829,1970-03-01,management,married,basic.6y,unknown,yes,no,2008-05-01,telephone,1,999,0,nonexistent,0
8830,1979-12-31,admin.,single,high.school,no,yes,yes,2009-04-30,cellular,3,9,1,success,0
8831,1971-04-03,technician,divorced,professional.course,no,yes,yes,2009-05-05,cellular,2,999,1,failure,0
8832,1983-08-22,blue-collar,single,high.school,no,no,no,2010-10-26,cellular,1,999,2,failure,1
8833,1972-08-03,admin.,married,high.school,unknown,yes,yes,2008-08-07,cellular,5,999,0,nonexistent,0
8834,1972-05-01,admin.,married,university.degree,no,yes,no,2008-06-17,telephone,11,999,0,nonexistent,0
8835,1973-08-20,blue-collar,married,basic.9y,no,yes,no,2009-05-13,cellular,3,999,0,nonexistent,0
8836,1933-12-22,retired,married,basic.4y,no,yes,no,2009-08-21,cellular,2,999,0,nonexistent,1
8837,1950-09-17,management,married,university.degree,no,no,no,2008-07-01,telephone,1,999,0,nonexistent,0
8838,1981-02-06,services,single,high.school,no,yes,no,2010-05-06,telephone,1,999,0,nonexistent,1
8839,1967-10-23,services,married,high.school,no,unknown,unknown,2008-06-18,telephone,1,999,0,nonexistent,1
8840,1964-08-06,blue-collar,married,high.school,unknown,no,no,2008-06-24,telephone,2,999,0,nonexistent,0
8841,1975-08-28,admin.,married,university.degree,no,no,no,2008-08-20,cellular,9,999,0,nonexistent,0
8842,1958-08-20,technician,married,professional.course,unknown,yes,no,2008-08-25,cellular,2,999,0,nonexistent,0
8843,1973-06-07,technician,single,university.degree,no,yes,no,2008-08-08,cellular,13,999,0,nonexistent,0
8844,1963-10-28,blue-collar,divorced,basic.9y,no,yes,no,2008-07-14,cellular,2,999,0,nonexistent,0
8845,1979-07-11,admin.,married,university.degree,no,yes,no,2009-04-09,cellular,3,999,0,nonexistent,1
8846,1968-06-01,unemployed,married,basic.9y,unknown,yes,no,2009-04-17,telephone,1,999,1,failure,0
8847,1976-03-29,technician,single,professional.course,no,no,no,2008-07-31,cellular,1,999,0,nonexistent,0
8848,1977-10-12,technician,single,university.degree,no,no,no,2008-07-28,telephone,3,999,0,nonexistent,0
8849,1978-05-05,housemaid,married,high.school,unknown,yes,no,2008-05-30,telephone,13,999,0,nonexistent,0
8850,1977-12-04,blue-collar,single,high.school,no,yes,no,2008-11-26,cellular,1,6,1,success,1
8851,1956-07-31,technician,divorced,university.degree,no,yes,no,2008-11-20,cellular,2,999,0,nonexistent,0
8852,1964-05-18,management,married,high.school,unknown,no,yes,2008-07-28,cellular,1,999,0,nonexistent,0
8853,1981-11-05,technician,single,professional.course,no,unknown,unknown,2010-09-24,cellular,1,3,2,success,1
8854,1954-08-18,technician,married,basic.4y,no,no,no,2008-05-20,telephone,2,999,0,nonexistent,0
8855,1978-09-02,technician,married,university.degree,unknown,no,no,2008-05-06,telephone,1,999,0,nonexistent,0
8856,1976-11-01,admin.,single,high.school,no,yes,no,2009-08-14,cellular,3,999,0,nonexistent,1
8857,1976-09-08,management,single,university.degree,no,no,yes,2008-11-05,cellular,1,999,0,nonexistent,0
8858,1974-08-27,technician,married,professional.course,no,no,no,2008-06-13,telephone,2,999,0,nonexistent,0
8859,1980-08-07,blue-collar,married,basic.9y,no,no,yes,2008-05-14,telephone,1,999,0,nonexistent,0
8860,1946-09-30,retired,married,high.school,no,yes,no,2009-10-14,cellular,1,999,0,nonexistent,1
8861,1978-04-22,blue-collar,married,basic.4y,unknown,yes,no,2009-05-27,cellular,1,999,0,nonexistent,0
8862,1982-07-16,services,single,high.school,no,no,no,2008-07-24,cellular,2,999,0,nonexistent,0
8863,1974-06-11,blue-collar,married,high.school,no,yes,no,2008-06-25,telephone,2,999,0,nonexistent,0
8864,1977-08-31,blue-collar,married,basic.6y,no,no,no,2008-07-09,cellular,1,999,0,nonexistent,0
8865,1969-03-16,blue-collar,married,basic.6y,unknown,yes,no,2008-06-09,telephone,4,999,0,nonexistent,0
8866,1979-02-18,admin.,single,high.school,no,yes,no,2008-05-28,telephone,2,999,0,nonexistent,0
8867,1982-02-11,admin.,single,university.degree,no,yes,no,2010-03-25,cellular,1,9,1,success,0
8868,1978-12-04,technician,married,professional.course,no,no,yes,2008-08-06,cellular,1,999,0,nonexistent,0
8869,1972-05-01,blue-collar,married,high.school,unknown,no,no,2009-05-08,cellular,2,999,1,failure,0
8870,1958-03-30,blue-collar,married,basic.9y,unknown,yes,no,2008-05-12,telephone,2,999,0,nonexistent,0
8871,1982-03-30,blue-collar,married,basic.9y,unknown,yes,no,2008-05-15,telephone,3,999,0,nonexistent,0
8872,1974-07-28,self-employed,single,university.degree,no,no,no,2008-07-09,cellular,1,999,0,nonexistent,1
8873,1975-11-29,admin.,single,university.degree,no,no,no,2009-04-03,cellular,5,999,1,failure,0
8874,1972-04-17,unemployed,married,university.degree,no,unknown,unknown,2009-05-22,cellular,1,999,0,nonexistent,0
8875,1952-01-28,blue-collar,married,basic.4y,unknown,no,no,2008-05-26,telephone,2,999,0,nonexistent,0
8876,1977-08-07,admin.,single,university.degree,no,yes,no,2008-11-14,telephone,1,999,0,nonexistent,0
8877,1966-08-18,self-employed,married,university.degree,no,no,no,2008-05-14,telephone,2,999,0,nonexistent,0
8878,1978-05-13,housemaid,married,professional.course,no,yes,no,2008-08-04,cellular,3,999,0,nonexistent,0
8879,1976-06-08,admin.,single,high.school,no,no,no,2009-05-07,cellular,1,12,2,failure,1
8880,1948-02-20,unknown,single,unknown,unknown,yes,no,2008-05-06,telephone,1,999,0,nonexistent,0
8881,1977-06-14,technician,single,professional.course,no,yes,no,2010-03-09,telephone,2,999,0,nonexistent,0
8882,1970-05-23,blue-collar,married,basic.6y,no,no,no,2008-07-23,cellular,3,999,0,nonexistent,0
8883,1968-03-25,technician,divorced,university.degree,no,yes,no,2008-06-30,telephone,2,999,0,nonexistent,0
8884,1976-02-19,management,married,university.degree,no,yes,no,2008-05-20,telephone,3,999,0,nonexistent,0
8885,1983-06-08,blue-collar,single,basic.9y,no,yes,no,2008-07-18,cellular,3,999,0,nonexistent,0
8886,1966-04-11,admin.,divorced,high.school,no,yes,yes,2009-05-07,cellular,2,999,0,nonexistent,0
8887,1969-02-28,unemployed,married,basic.9y,no,no,no,2009-06-22,cellular,3,999,1,failure,0
8888,1978-09-16,management,married,university.degree,no,no,no,2009-06-02,cellular,1,999,0,nonexistent,0
8889,1964-10-18,unemployed,married,basic.9y,no,no,no,2009-08-21,cellular,3,999,0,nonexistent,0
